AgentID,Rturn_front_orientation_unwrapped
Larva_100,-7.862075890349239
Larva_100,-7.063838826732763
Larva_100,-10.4208916967346
Larva_100,-8.153646315663138
Larva_100,-14.28751877460138
Larva_100,-9.315534771879271
Larva_100,-7.255488483490083
Larva_100,-0.15529299998544843
Larva_100,-8.066568912785684
Larva_100,-6.778032592395448
Larva_100,-7.604976974084252
Larva_100,-8.724200966718684
Larva_101,-6.926550993299429
Larva_101,-32.741042846291805
Larva_101,-0.28065450426549887
Larva_101,-6.554708596895182
Larva_101,-6.517956409836557
Larva_101,-3.4067767430728395
Larva_101,-1.3827902165290311
Larva_101,-12.877770646500679
Larva_101,-24.217617687367053
Larva_101,-23.712884218041893
Larva_101,-20.201685369252345
Larva_101,-1.963943966706836
Larva_101,-7.07890523819168
Larva_101,-11.589397186214399
Larva_101,-25.09703790561349
Larva_101,-1.1472616361984365
Larva_101,-12.53678776009292
Larva_101,-20.47571632474279
Larva_101,-15.364012982749045
Larva_101,-2.018616462610794
Larva_101,-2.9949190461556157
Larva_101,-11.283385020610638
Larva_101,-6.240306335916898
Larva_101,-0.1986278254763647
Larva_101,-5.647970062499496
Larva_101,-7.895986776176642
Larva_101,-2.5736656005100826
Larva_101,-8.54483557881207
Larva_101,-5.228296399985197
Larva_101,-18.679148874499674
Larva_101,-78.36446720377012
Larva_101,-6.68029808844085
Larva_101,-0.6638455997158985
Larva_101,-84.70441758314195
Larva_101,-4.082456384259956
Larva_101,-12.417818710811844
Larva_101,-0.5149886328609625
Larva_101,-15.039761943495137
Larva_101,-10.428721092730598
Larva_101,-4.9183302777902895
Larva_101,-32.53354643541451
Larva_101,-4.297951395911014
Larva_101,-0.889420701351014
Larva_101,-1.743708961275047
Larva_101,-3.94441557912927
Larva_101,-1.7340470307200349
Larva_101,-3.094405685419815
Larva_101,-7.579925755933218
Larva_101,-24.677709634761527
Larva_101,-6.993673699311842
Larva_101,-1.4172111567109482
Larva_101,-53.1827309457845
Larva_101,-3.233215346022348
Larva_101,-0.5805594939228058
Larva_101,-20.007028697179464
Larva_101,-33.75215162084169
Larva_101,-2.118720644340499
Larva_101,-1.6284868981409204
Larva_101,-11.41578147763687
Larva_101,-23.202880729504102
Larva_101,-0.1425582981302682
Larva_101,-0.6737924479314756
Larva_101,-11.215453766898861
Larva_101,-3.2103912887074557
Larva_101,-35.180374356948846
Larva_101,-7.059809588547353
Larva_101,-32.99049678942362
Larva_101,-12.116809625694259
Larva_101,-0.09390540746954912
Larva_101,-11.304531916210294
Larva_101,-1.020897862311358
Larva_101,-0.3608615421406398
Larva_101,-2.9756032358613425
Larva_101,-2.79445720471341
Larva_101,-17.296232232619786
Larva_101,-4.953109248503097
Larva_101,-28.129151425466603
Larva_101,-3.074568334075934
Larva_101,-25.173110119587136
Larva_101,-1.272713343454086
Larva_101,-7.549034928222227
Larva_101,-18.95161960799176
Larva_101,-24.029862731919593
Larva_101,-10.514920445842222
Larva_101,-11.565321922653197
Larva_101,-3.793757678265365
Larva_101,-1.4411357162971967
Larva_101,-35.311664855478426
Larva_101,-10.067523912683328
Larva_101,-14.567176294439662
Larva_101,-6.341720565722881
Larva_101,-24.139277526140233
Larva_101,-2.974780450661342
Larva_101,-17.495059863377605
Larva_101,-0.0095283865074407
Larva_101,-6.037835392094678
Larva_101,-12.614932090544926
Larva_101,-2.304421969918451
Larva_101,-12.50478168500527
Larva_101,-1.613182765902934
Larva_101,-6.462675544397172
Larva_101,-0.38504546150875285
Larva_101,-4.5845729877815415
Larva_101,-1.311514044076148
Larva_101,-33.36393878803649
Larva_101,-4.893755436507263
Larva_101,-3.2497934205229626
Larva_101,-7.424666236323219
Larva_101,-1.8277778933440914
Larva_101,-3.603939802129503
Larva_101,-38.190379032626424
Larva_101,-25.988154651982654
Larva_101,-18.89069415621003
Larva_101,-0.2800907395727563
Larva_101,-2.1645157752894306
Larva_101,-7.566993266227087
Larva_101,-41.987725842906
Larva_101,-7.5853118511790285
Larva_101,-3.0529198367250387
Larva_101,-1.090942041786036
Larva_101,-0.001470340558597627
Larva_101,-29.111871500526036
Larva_101,-18.822172455170175
Larva_101,-3.513991173463637
Larva_101,-31.550278500852073
Larva_101,-5.287895959706589
Larva_101,-0.8416389681447072
Larva_101,-3.532764754392815
Larva_101,-17.05717715985236
Larva_101,-14.28594814057658
Larva_101,-3.538995756323743
Larva_101,-3.645514879638597
Larva_101,-13.201599885829296
Larva_101,-0.6361565583526954
Larva_101,-3.288088842182617
Larva_101,-3.2941904624632343
Larva_101,-2.016211714329927
Larva_101,-14.728132898088234
Larva_101,-0.2779908669298834
Larva_101,-18.89861226317555
Larva_101,-11.278297026459938
Larva_101,-142.91230367485628
Larva_101,-46.14092623014156
Larva_101,-0.9237216856493546
Larva_101,-6.626179858793819
Larva_101,-1.8655342912646233
Larva_101,-12.552001848453301
Larva_101,-46.753101426687806
Larva_101,-6.494188837957438
Larva_101,-3.1250749494538184
Larva_101,-3.3829426203385538
Larva_101,-5.941170752028512
Larva_101,-3.506499024573259
Larva_101,-36.13765122251738
Larva_101,-0.32002766317862097
Larva_101,-0.3047716557813942
Larva_101,-3.5064892485449946
Larva_101,-0.9358058954792341
Larva_101,-4.171694417474214
Larva_101,-12.952095385991981
Larva_101,-2.402695274620669
Larva_101,-19.544093139684406
Larva_101,-36.14594011827643
Larva_101,-31.736724566442774
Larva_101,-18.37684096689128
Larva_101,-14.312387662214036
Larva_101,-14.844345086662202
Larva_101,-0.16695767899602743
Larva_101,-4.407256685447294
Larva_101,-27.820161760260703
Larva_101,-29.288087266440925
Larva_101,-10.325085641477216
Larva_101,-25.649469808575134
Larva_101,-11.572748928878411
Larva_101,-8.533809948541489
Larva_101,-29.497307885317127
Larva_101,-1.3216164289851235
Larva_101,-1.0213629052452688
Larva_101,-12.83193503068432
Larva_101,-50.541533558372066
Larva_101,-2.30499383105996
Larva_101,-5.243022086806775
Larva_101,-15.622549909220652
Larva_101,-7.484811898212342
Larva_101,-0.5580229748559873
Larva_101,-15.666247696532025
